titulo;diretor;ano;orcamento;faturamento;nota
Alex Rider: Operation Stormbreaker ;Geoffrey Sax;2006; 40000000;   652526;5,1
Disturbia ;D.J. Caruso;2007; 20000000; 80050171;6,9
Hackers ;Iain Softley;1995; 20000000;  7564000;6,2
The Hunting Party ;Richard Shepard;2007; 25000000;   876671;6,9
The Hudsucker Proxy ;Joel Coen;1994; 30000000;  2869369;7,3
The Warlords ;Peter Ho-Sun Chan;2007; 40000000;   128978;7,1
Nomad: The Warrior ;Sergey Bodrov;2005; 25000000;    77231;6,0
Snowpiercer ;Joon-ho Bong;2013; 39200000;  4563029;7,0
The Crow ;Alex Proyas;1994; 23000000; 50693162;7,6
Baahubali: The Beginning ;S.S. Rajamouli;2015; 18026148;  6498000;8,4
The Time Traveler's Wife ;Robert Schwentke;2009; 39000000; 63411478;7,1
The Fast and the Furious ;Rob Cohen;2001; 38000000;144512310;6,7
Frankenweenie ;Tim Burton;2012; 39000000; 35287788;7,0
Serenity ;Joss Whedon;2005; 40000000; 25335935;8,0
Against the Ropes ;Charles S. Dutton;2004; 39000000;  5881504;5,3
Superman III ;Richard Lester;1983; 39000000; 60000000;4,9
Grudge Match ;Peter Segal;2013; 40000000; 29802761;6,4
Red Cliff ;John Woo;2008;553632000;   626809;7,4
Sweet Home Alabama ;Andy Tennant;2002; 38000000;127214072;6,1
The Ugly Truth ;Robert Luketic;2009; 38000000; 88915214;6,5
Sgt. Bilko ;Jonathan Lynn;1996; 39000000; 30400000;5,7
Spy Kids 2: Island of Lost Dreams ;Robert Rodriguez;2002; 38000000; 85570368;5,1
Star Trek: Generations ;David Carson;1994; 35000000; 75668868;6,6
The Grandmaster ;Kar-Wai Wong;2013; 38600000;  6594136;6,5
Water for Elephants ;Francis Lawrence;2011; 38000000; 58700247;6,9
The Hurricane ;Norman Jewison;1999; 38000000; 50668906;7,6
Enough ;Michael Apted;2002; 38000000; 39177215;5,6
Heartbreakers ;David Mirkin;2001; 35000000; 40334024;6,2
Paul Blart: Mall Cop 2 ;Andy Fickman;2015; 30000000; 71038190;4,4
Angel Eyes ;Luis Mandoki;2001; 38000000; 24044532;5,6
Joe Somebody ;John Pasquin;2001; 38000000; 22770864;5,5
The Ninth Gate ;Roman Polanski;1999; 38000000; 18653746;6,7
Extreme Measures ;Michael Apted;1996; 38000000; 17305211;6,1
Rock Star ;Stephen Herek;2001; 57000000; 16991902;6,2
Precious ;Lee Daniels;2009; 10000000; 47536959;7,3
White Squall ;Ridley Scott;1996; 38000000; 10300000;6,6
The Thing ;John Carpenter;1982; 15000000; 13782838;8,2
Riddick ;David Twohy;2013; 38000000; 41997790;6,4
Switchback ;Jeb Stuart;1997; 37000000;  6482195;6,4
Texas Rangers ;Steve Miner;2001; 38000000;   623374;5,2
City of Ember ;Gil Kenan;2008; 55000000;  7871693;6,5
The Master ;Paul Thomas Anderson;2012; 32000000; 16377274;7,1
The Express ;Gary Fleder;2008; 40000000;  9589875;7,3
The 5th Wave ;J Blakeson;2016; 38000000; 34912982;5,2
Creed ;Ryan Coogler;2015; 35000000;109712885;7,7
The Town ;Ben Affleck;2010; 37000000; 92173235;7,6
What to Expect When You're Expecting ;Kirk Jones;2012; 40000000; 41102171;5,7
Burn After Reading ;Ethan Coen;2008; 37000000; 60338891;7,0
Nim's Island ;Jennifer Flackett;2008; 37000000; 48006503;6,0
Rush ;Ron Howard;2013; 38000000; 26903709;8,1
Magnolia ;Paul Thomas Anderson;1999; 37000000; 22450975;8,0
Cop Out ;Kevin Smith;2010; 37000000; 44867349;5,6
How to Be Single ;Christian Ditter;2016; 38000000; 46813366;6,1
Dolphin Tale ;Charles Martin Smith;2011; 37000000; 72279690;6,9
Twilight ;Catherine Hardwicke;2008; 37000000;191449475;5,2
John Q ;Nick Cassavetes;2002; 36000000; 71026631;7,0
Blue Streak ;Les Mayfield;1999; 65000000; 68208190;6,3
We're the Millers ;Rawson Marshall Thurber;2013; 37000000;150368971;7,0
Breakdown ;Jonathan Mostow;1997; 36000000; 50129186;6,9
Never Say Never Again ;Irvin Kershner;1983; 36000000; 55500000;6,2
Hot Tub Time Machine ;Steve Pink;2010; 36000000; 50213619;6,4
Dolphin Tale 2 ;Charles Martin Smith;2014; 36000000; 42019483;6,4
Reindeer Games ;John Frankenheimer;2000; 34000000; 23360779;5,7
A Man Apart ;F. Gary Gray;2003; 36000000; 26183197;6,1
Aloha ;Cameron Crowe;2015; 37000000; 20991497;5,4
Ghosts of Mississippi ;Rob Reiner;1996; 36000000; 13052741;6,7
Snow Falling on Cedars ;Scott Hicks;1999; 36000000; 14378353;6,8
The Rite ;Mikael Håfström;2011; 37000000; 33037754;6,0
Gattaca ;Andrew Niccol;1997; 36000000; 12339633;7,8
Isn't She Great ;Andrew Bergman;2000; 36000000;  2954405;5,3
Space Chimps ;Kirk De Micco;2008; 37000000; 30105968;4,5
Head of State ;Chris Rock;2003; 35200000; 37788228;5,4
The Hangover ;Todd Phillips;2009; 35000000;277313371;7,8
Ip Man 3 ;Wilson Yip;2015; 36000000;  2126511;7,2
Austin Powers: The Spy Who Shagged Me ;Jay Roach;1999; 33000000;205399422;6,6
Batman ;Tim Burton;1989; 35000000;251188924;7,6
There Be Dragons ;Roland Joffé;2011; 36000000;  1068392;5,9
Lethal Weapon 3 ;Richard Donner;1992; 35000000;144731527;6,7
The Blind Side ;John Lee Hancock;2009; 29000000;255950375;7,7
Spy Kids ;Robert Rodriguez;2001; 35000000;112692062;5,4
Horrible Bosses ;Seth Gordon;2011; 35000000;117528646;6,9
True Grit ;Ethan Coen;2010; 38000000;171031347;7,7
The Devil Wears Prada ;David Frankel;2006; 35000000;124732962;6,8
Star Trek: The Motion Picture ;Robert Wise;1979; 35000000; 82300000;6,4
Identity Thief ;Seth Gordon;2013; 35000000;134455175;5,7
Cape Fear ;Martin Scorsese;1991; 35000000; 79100000;7,3
21 ;Robert Luketic;2008; 35000000; 81159365;6,8
Trainwreck ;Judd Apatow;2015; 35000000;110008260;6,3
Guess Who ;Kevin Rodney Sullivan;2005; 35000000; 67962333;5,9
The English Patient ;Anthony Minghella;1996; 27000000; 78651430;7,4
L.A. Confidential ;Curtis Hanson;1997; 35000000; 64604977;8,3
Sky High ;Mike Mitchell;2005; 35000000; 63939454;6,2
In & Out ;Frank Oz;1997; 35000000; 63826569;6,3
Species ;Roger Donaldson;1995; 35000000; 60054449;5,8
A Nightmare on Elm Street ;Wes Craven;1984;  1800000; 26505000;7,5
The Cell ;Tarsem Singh;2000; 33000000; 61280963;6,3
The Man in the Iron Mask ;Randall Wallace;1998; 35000000; 56876365;6,4
Secretariat ;Randall Wallace;2010; 35000000; 59699513;7,2
TMNT ;Kevin Munroe;2007; 34000000; 54132596;6,3
Radio ;Michael Tollin;2003; 35000000; 52277485;6,9
Friends with Benefits ;Will Gluck;2011; 35000000; 55802754;6,6
Neighbors 2: Sorority Rising ;Nicholas Stoller;2016; 35000000; 55291815;6,0
Saving Mr. Banks ;John Lee Hancock;2013; 35000000; 83299761;7,5
Malcolm X ;Spike Lee;1992; 33000000; 48169908;7,7
This Is 40 ;Judd Apatow;2012; 35000000; 67523385;6,2
Old Dogs ;Walt Becker;2009; 35000000; 49474048;5,4
Underworld: Rise of the Lycans ;Patrick Tatopoulos;2009; 35000000; 45802315;6,6
License to Wed ;Ken Kwapis;2007; 35000000; 43792641;5,3
The Benchwarmers ;Dennis Dugan;2006; 33000000; 57651794;5,6
Must Love Dogs ;Gary David Goldberg;2005; 30000000; 43894863;5,9
Donnie Brasco ;Mike Newell;1997; 35000000; 41954997;7,8
Resident Evil ;Paul W.S. Anderson;2002; 33000000; 39532308;6,7
Poltergeist ;Tobe Hooper;1982; 10700000; 76600000;7,4
The Ladykillers ;Ethan Coen;2004; 35000000; 39692139;6,2
Max Payne ;John Moore;2008; 35000000; 40687294;5,4
In Time ;Andrew Niccol;2011; 40000000; 37553932;6,7
The Back-up Plan ;Alan Poul;2010; 35000000; 37481242;5,3
Something Borrowed ;Luke Greenfield;2011; 35000000; 39026186;5,9
Black Knight ;Gil Junger;2001; 50000000; 33422806;4,8
Street Fighter ;Steven E. de Souza;1994; 35000000; 33423521;3,8
The Pianist ;Roman Polanski;2002; 35000000; 32519322;8,5
From Hell ;Albert Hughes;2001; 35000000; 31598308;6,8
The Nativity Story ;Catherine Hardwicke;2006; 30000000; 37617947;6,8
House of Wax ;Jaume Collet-Serra;2005; 30000000; 32048809;5,3
Closer ;Mike Nichols;2004; 27000000; 33987757;7,3
J. Edgar ;Clint Eastwood;2011; 35000000; 37304950;6,6
Mirrors ;Alexandre Aja;2008; 35000000; 30691439;6,2
Queen of the Damned ;Michael Rymer;2002; 35000000; 30307804;5,2
Predator 2 ;Stephen Hopkins;1990; 35000000; 30669413;6,2
Untraceable ;Gregory Hoblit;2008; 35000000; 28687835;6,2
Blast from the Past ;Hugh Wilson;1999; 35000000; 26494611;6,6
Jersey Girl ;Kevin Smith;2004; 35000000; 25266129;6,2
Alex Cross ;Rob Cohen;2012; 35000000; 25863915;5,1
Midnight in the Garden of Good and Evil ;Clint Eastwood;1997; 30000000; 25078937;6,6
Nanny McPhee Returns ;Susanna White;2010; 35000000; 28995450;6,1
Hoffa ;Danny DeVito;1992; 35000000; 24276500;6,6
The X Files: I Want to Believe ;Chris Carter;2008; 30000000; 20981633;5,9
Ella Enchanted ;Tommy O'Haver;2004; 35000000; 22913677;6,3
Concussion ;Peter Landesman;2015; 35000000; 34531832;7,1
Abduction ;John Singleton;2011; 35000000; 28064226;5,0
Valiant ;Gary Chapman;2005; 35000000; 19447478;5,6
Wonder Boys ;Curtis Hanson;2000; 55000000; 19389454;7,4
Superhero Movie ;Craig Mazin;2008; 35000000; 25871834;4,5
Broken City ;Allen Hughes;2013; 35000000; 19692608;6,2
Cursed ;Wes Craven;2005; 35000000; 19294901;5,0
Premium Rush ;David Koepp;2012; 35000000; 20275446;6,5
Hot Pursuit ;Anne Fletcher;2015; 35000000; 34507079;5,1
The Four Feathers ;Shekhar Kapur;2002; 35000000; 18306166;6,5
Parker ;Taylor Hackford;2013; 35000000; 17609982;6,2
Wimbledon ;Richard Loncraine;2004; 31000000; 16831505;6,3
Furry Vengeance ;Roger Kumble;2010; 35000000; 17596256;3,8
Lions for Lambs ;Robert Redford;2007; 35000000; 14998070;6,2
Flight of the Intruder ;John Milius;1991; 35000000; 14587732;5,7
Walk Hard: The Dewey Cox Story ;Jake Kasdan;2007; 35000000; 18317151;6,7
The Shipping News ;Lasse Hallström;2001; 35000000; 11405825;6,8
American Outlaws ;Les Mayfield;2001; 35000000; 13264986;6,0
The Young Victoria ;Jean-Marc Vallée;2009; 35000000; 10991381;7,3
Whiteout ;Dominic Sena;2009; 35000000; 10268846;5,5
The Tree of Life ;Terrence Malick;2011; 32000000; 13303319;6,7
Knock Off ;Hark Tsui;1998; 35000000; 10076136;4,8
Sabotage ;David Ayer;2014; 35000000; 10499968;5,7
The Order ;Brian Helgeland;2003; 38000000;  7659747;5,1
Punisher: War Zone ;Lexi Alexander;2008; 35000000;  7948159;6,0
Zoom ;Peter Hewitt;2006; 35000000; 11631245;4,2
The Walk ;Robert Zemeckis;2015; 35000000; 10137502;7,4
Warriors of Virtue ;Ronny Yu;1997; 35000000;  6448817;4,6
A Good Year ;Ridley Scott;2006; 35000000;  7458269;6,9
Radio Flyer ;Richard Donner;1992; 35000000;  4651977;6,9
Blood In, Blood Out ;Taylor Hackford;1993; 35000000;  4496583;8,0
Smilla's Sense of Snow ;Bille August;1997; 35000000;  2221994;6,4
Femme Fatale ;Brian De Palma;2002; 35000000;  6592103;6,3
Ride with the Devil ;Ang Lee;1999; 35000000;   630779;6,8
The Maze Runner ;Wes Ball;2014; 34000000;102413606;6,8
Unfinished Business ;Ken Scott;2015; 35000000; 10214013;5,4
The Age of Innocence ;Martin Scorsese;1993; 30000000; 32000000;7,2
The Fountain ;Darren Aronofsky;2006; 35000000; 10139254;7,3
Chill Factor ;Hugh Johnson;1999; 34000000; 11227940;5,2
Stolen ;Simon West;2012; 35000000;   183125;5,5
Ponyo ;Hayao Miyazaki;2008; 34000000; 15081783;7,7
The Longest Ride ;George Tillman Jr.;2015; 34000000; 37432299;7,1
The Astronaut's Wife ;Rand Ravich;1999; 34000000; 10654581;5,3
I Dreamed of Africa ;Hugh Hudson;2000; 34000000;  6543194;5,6
Playing for Keeps ;Gabriele Muccino;2012; 35000000; 13101142;5,7
Mandela: Long Walk to Freedom ;Justin Chadwick;2013; 35000000;  8324748;7,1
A Few Good Men ;Rob Reiner;1992; 40000000;141340178;7,6
Exit Wounds ;Andrzej Bartkowiak;2001; 33000000; 51758599;5,5
Big Momma's House ;Raja Gosnell;2000; 30000000;117559438;5,1
Thunder and the House of Magic ;Jeremy Degruson;2013; 34000000;     4091;6,3
The Darkest Hour ;Chris Gorak;2011; 30000000; 21426805;4,9
Step Up Revolution ;Scott Speer;2012; 33000000; 35057332;6,5
Snakes on a Plane ;David R. Ellis;2006; 33000000; 34014398;5,6
The Watcher ;Joe Charbanic;2000; 33000000; 28927720;5,3
The Punisher ;Jonathan Hensleigh;2004; 33000000; 33682273;6,5
Goal! The Dream Begins ;Danny Cannon;2005; 10000000;  4280577;6,8
Safe ;Boaz Yakin;2012; 30000000; 17120019;6,5
Pushing Tin ;Mike Newell;1999; 38000000;  8406264;6,0
Star Wars: Episode VI - Return of the Jedi ;Richard Marquand;1983; 32500000;309125409;8,4
Doomsday ;Neil Marshall;2008; 30000000; 10955425;6,0
The Reader ;Stephen Daldry;2008; 32000000; 34180954;7,6
Elf ;Jon Favreau;2003; 33000000;173381405;6,9
Phenomenon ;Jon Turteltaub;1996; 32000000;104632573;6,4
Snow Dogs ;Brian Levant;2002; 35000000; 81150692;5,1
Scrooged ;Richard Donner;1988; 32000000; 60328558;7,0
Nacho Libre ;Jared Hess;2006; 32000000; 80197993;5,7
Bridesmaids ;Paul Feig;2011; 32500000;169076745;6,8
This Is the End ;Evan Goldberg;2013; 32000000;101470202;6,7
Stigmata ;Rupert Wainwright;1999; 29000000; 50041732;6,2
Men of Honor ;George Tillman Jr.;2000; 32000000; 48814909;7,2
Takers ;John Luessenhop;2010; 20000000; 57744720;6,2
The Big Wedding ;Justin Zackham;2013; 35000000; 21784432;5,6
Big Mommas: Like Father, Like Son ;John Whitesell;2011; 32000000; 37911876;4,4
Source Code ;Duncan Jones;2011; 32000000; 54696902;7,5
Alive ;Frank Marshall;1993; 32000000; 36733909;7,1
The Number 23 ;Joel Schumacher;2007; 32000000; 35063732;6,4
The Young and Prodigious T.S. Spivet ;Jean-Pierre Jeunet;2013; 33000000;    99462;7,1
Dreamer: Inspired by a True Story ;John Gatins;2005; 32000000; 32701088;6,9
A History of Violence ;David Cronenberg;2005; 32000000; 31493782;7,5
Transporter 2 ;Louis Leterrier;2005; 32000000; 43095600;6,3
The Quick and the Dead ;Sam Raimi;1995; 32000000; 18636537;6,4
Laws of Attraction ;Peter Howitt;2004; 28000000; 17848322;5,9
Bringing Out the Dead ;Martin Scorsese;1999; 55000000; 16640210;6,8
Repo Men ;Miguel Sapochnik;2010; 32000000; 13763130;6,3
Dragon Wars: D-War ;Hyung-rae Shim;2007; 35000000; 10956379;3,6
Bogus ;Norman Jewison;1996; 30000000;  4357000;5,3
The Incredible Burt Wonderstone ;Don Scardino;2013; 30000000; 22525921;5,9
Cats Don't Dance ;Mark Dindal;1997; 32000000;  3562749;6,9
Cradle Will Rock ;Tim Robbins;1999; 32000000;  2899970;6,9
The Good German ;Steven Soderbergh;2006; 32000000;  1304837;6,1
Apocalypse Now ;Francis Ford Coppola;1979; 31500000; 78800000;8,5
Going the Distance ;Nanette Burstein;2010; 32000000; 17797316;6,3
Mr. Holland's Opus ;Stephen Herek;1995;  6500000; 82528097;7,3
Criminal ;Ariel Vromen;2016; 31500000; 14268533;6,3
Out of Africa ;Sydney Pollack;1985; 31000000; 87100000;7,2
Flight ;Robert Zemeckis;2012; 31000000; 93749203;7,3
Moonraker ;Lewis Gilbert;1979; 34000000; 62700000;6,3
The Grand Budapest Hotel ;Wes Anderson;2014; 25000000; 59073773;8,1
Hearts in Atlantis ;Scott Hicks;2001; 31000000; 24185781;6,9
Arachnophobia ;Frank Marshall;1990; 31000000; 53133888;6,3
Frequency ;Gregory Hoblit;2000; 31000000; 44983704;7,3
Ghostbusters ;Paul Feig;2016;144000000;118099659;5,5
Vacation ;John Francis Daley;2015; 31000000; 58879132;6,1
Get Shorty ;Barry Sonnenfeld;1995; 30250000; 72077000;6,9
Chicago ;Rob Marshall;2002; 45000000;170684505;7,2
Big Daddy ;Dennis Dugan;1999; 34200000;163479795;6,4
American Pie 2 ;J.B. Rogers;2001; 30000000;145096820;6,4
Toy Story ;John Lasseter;1995; 30000000;191796233;8,3
Speed ;Jan de Bont;1994; 25000000;121248145;7,2
The Vow ;Michael Sucsy;2012; 30000000;125014030;6,8
Extraordinary Measures ;Tom Vaughan;2010; 31000000; 11854694;6,5
Remember the Titans ;Boaz Yakin;2000; 30000000;115648585;7,8
The Hunt for Red October ;John McTiernan;1990; 30000000;122012643;7,6
Lee Daniels' The Butler ;Lee Daniels;2013; 30000000;116631310;7,2
Dodgeball: A True Underdog Story ;Rawson Marshall Thurber;2004; 20000000;114324072;6,7
The Addams Family ;Barry Sonnenfeld;1991; 38000000;113502246;6,8
Ace Ventura: When Nature Calls ;Steve Oedekerk;1995; 30000000;108360000;6,3
The Princess Diaries ;Garry Marshall;2001; 37000000;108244774;6,2
The First Wives Club ;Hugh Wilson;1996; 26000000;105444419;6,2
Se7en ;David Fincher;1995; 33000000;100125340;8,6
District 9 ;Neill Blomkamp;2009; 30000000;115646235;8,0
The SpongeBob SquarePants Movie ;Stephen Hillenburg;2004; 30000000; 85416609;7,0
Mystic River ;Clint Eastwood;2003; 25000000; 90135191;8,0
Million Dollar Baby ;Clint Eastwood;2004; 30000000;100422786;8,1
Analyze This ;Harold Ramis;1999; 30000000;106694016;6,7
The Notebook ;Nick Cassavetes;2004; 29000000;    64286;7,9
27 Dresses ;Anne Fletcher;2008; 30000000; 76806312;6,1
Hannah Montana: The Movie ;Peter Chelsom;2009; 30000000; 79566871;4,2
Rugrats in Paris: The Movie ;Stig Bergqvist;2000; 30000000; 76501438;6,1
The Prince of Tides ;Barbra Streisand;1991; 30000000; 74787599;6,6
Legends of the Fall ;Edward Zwick;1994; 30000000; 66528842;7,5
Up in the Air ;Jason Reitman;2009; 25000000; 83813460;7,4
About Schmidt ;Alexander Payne;2002; 30000000; 65010106;7,2
Warm Bodies ;Jonathan Levine;2013; 35000000; 66359959;6,9
Looper ;Rian Johnson;2012; 30000000; 66468315;7,4
Down to Earth ;Chris Weitz;2001; 30000000; 64172251;5,4
Babe ;Chris Noonan;1995; 30000000; 66600000;6,8
Hope Springs ;David Frankel;2012; 30000000; 63536011;6,3
Forgetting Sarah Marshall ;Nicholas Stoller;2008; 30000000; 62877175;7,2
Four Brothers ;John Singleton;2005; 45000000; 74484168;6,9
Baby Mama ;Michael McCullers;2008; 30000000; 60269340;6,0
Hope Floats ;Forest Whitaker;1998; 30000000; 60033780;5,9
Bride Wars ;Gary Winick;2009; 30000000; 58715510;5,4
Without a Paddle ;Steven Brill;2004; 19000000; 58156435;5,9
13 Going on 30 ;Gary Winick;2004; 37000000; 56044241;6,1
Midnight in Paris ;Woody Allen;2011; 17000000; 56816662;7,7
The Nut Job ;Peter Lepeniotis;2014; 42000000; 64238770;5,8
Blow ;Ted Demme;2001; 30000000; 52937130;7,6
Message in a Bottle ;Luis Mandoki;1999; 55000000; 52799004;6,1
Star Trek V: The Final Frontier ;William Shatner;1989; 27800000; 55210049;5,4
Like Mike ;John Schultz;2002; 30000000; 51432423;5,1
Naked Gun 33 1/3: The Final Insult ;Peter Segal;1994; 30000000; 51109400;6,4
A View to a Kill ;John Glen;1985; 30000000; 50300000;6,3
The Curse of the Were-Rabbit ;Steve Box;2005; 30000000; 56068547;7,5
P.S. I Love You ;Richard LaGravenese;2007; 30000000; 53680848;7,1
Atonement ;Joe Wright;2007; 30000000; 50921738;7,8
Letters to Juliet ;Gary Winick;2010; 30000000; 53021560;6,5
Black Rain ;Ridley Scott;1989; 30000000; 45645204;6,6
Corpse Bride ;Tim Burton;2005; 40000000; 53337608;7,4
Sicario ;Denis Villeneuve;2015; 30000000; 46875468;7,6
Southpaw ;Antoine Fuqua;2015; 30000000; 52418902;7,5
Drag Me to Hell ;Sam Raimi;2009; 30000000; 42057340;6,6
The Age of Adaline ;Lee Toland Krieger;2015; 25000000; 42478175;7,2
Secondhand Lions ;Tim McCanlies;2003; 30000000; 41407470;7,6
Step Up 3D ;Jon M. Chu;2010; 30000000; 42385520;6,2
Blue Crush ;John Stockwell;2002; 30000000; 40118420;5,6
Stranger Than Fiction ;Marc Forster;2006; 38000000; 40137776;7,6
30 Days of Night ;David Slade;2007; 32000000; 39568996;6,6
The Cabin in the Woods ;Drew Goddard;2012; 30000000; 42043633;7,0
Meet the Spartans ;Jason Friedberg;2008; 30000000; 38232624;2,7
Midnight Run ;Martin Brest;1988; 30000000; 38413606;7,6
The Running Man ;Paul Michael Glaser;1987; 27000000; 38122105;6,6
Little Shop of Horrors ;Frank Oz;1986; 25000000; 38747385;6,9
Hanna ;Joe Wright;2011; 30000000; 40247512;6,8
Mortal Kombat: Annihilation ;John R. Leonetti;1997; 30000000; 35927406;3,7
Larry Crowne ;Tom Hanks;2011; 30000000; 35565975;6,1
Carrie ;Kimberly Peirce;2013; 30000000; 35266619;5,9
Take the Lead ;Liz Friedlander;2006; 30000000; 34703228;6,7
Gridiron Gang ;Phil Joanou;2006; 30000000; 38432823;6,9
What's the Worst That Could Happen? ;Sam Weisman;2001; 45000000; 32095318;5,5
9 ;Shane Acker;2009; 30000000; 31743332;7,1
Side Effects ;Steven Soderbergh;2013; 30000000; 32154410;7,1
Winnie the Pooh ;Stephen J. Anderson;2011; 30000000; 26687172;7,3
Dumb and Dumberer: When Harry Met Lloyd ;Troy Miller;2003; 19000000; 26096584;3,4
Bulworth ;Warren Beatty;1998; 30000000; 26525834;6,8
Get on Up ;Tate Taylor;2014; 30000000; 30513940;6,9
One True Thing ;Carl Franklin;1998; 30000000; 23209440;7,0
Virtuosity ;Brett Leonard;1995; 30000000; 24048000;5,5
My Super Ex-Girlfriend ;Ivan Reitman;2006; 30000000; 22526144;5,1
Deliver Us from Evil ;Scott Derrickson;2014; 30000000; 30523568;6,2
Sanctum ;Alister Grierson;2011; 30000000; 23070045;5,9
Little Black Book ;Nick Hurran;2004; 35000000; 20422207;5,2
The Five-Year Engagement ;Nicholas Stoller;2012; 30000000; 28644770;6,2
Mr 3000 ;Charles Stone III;2004; 30000000; 21800302;5,5
The Next Three Days ;Paul Haggis;2010; 35000000; 21129348;7,4
Ultraviolet ;Kurt Wimmer;2006; 30000000; 18500966;4,4
Assault on Precinct 13 ;Jean-François Richet;2005; 20000000; 19976073;6,3
The Replacement Killers ;Antoine Fuqua;1998; 30000000; 18967571;6,1
Fled ;Kevin Hooks;1996; 25000000; 17100000;5,3
Eight Legged Freaks ;Ellory Elkayem;2002; 30000000; 17266505;5,4
